# Region type : patch inlet
# Faces  :    30
# Area   :    2.540000e-05
# Time        	areaAverage(p)	areaAverage(U)
0.110405      	-1.026629e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.110481      	-1.136642e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.110566      	6.182190e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.110659      	1.193328e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.110763      	1.540527e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.110878      	1.808160e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.111007      	1.926993e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.11115       	1.944537e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.111308      	1.885445e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.111481      	1.690240e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.111671      	1.355599e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.111869      	1.097006e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.112072      	6.838209e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.112281      	4.847719e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.112495      	-5.052590e-02	(1.000000e+00 0.000000e+00 0.000000e+00)
0.11271       	-6.945670e-02	(1.000000e+00 0.000000e+00 0.000000e+00)
0.112924      	-7.776589e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.113139      	-4.765406e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.113347      	-1.422854e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.113554      	-8.453276e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.113762      	-1.885736e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.11397       	-1.179999e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.114178      	-2.200389e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.114386      	-1.422933e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.114594      	-2.209242e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.114802      	-1.832553e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.115019      	-2.242237e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.115235      	-1.953835e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.115452      	-2.293700e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.115668      	-1.987167e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.115885      	-2.266073e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.116102      	-1.974944e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.116318      	-2.250512e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.116548      	-1.764090e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.116778      	-2.252845e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.117008      	-1.472264e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.117239      	-2.160107e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.117469      	-1.247424e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.117699      	-1.927258e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.117929      	-1.041791e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.118159      	-1.639080e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.118389      	-8.138467e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.118619      	-1.327851e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.118849      	-5.927184e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.11908       	-1.006129e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.11931       	-3.712767e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.11954       	-6.995200e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.11977       	-1.533609e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.12          	-4.040599e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.120256      	1.127412e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.120535      	-1.502252e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.120831      	4.538020e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.121136      	5.096895e-02	(1.000000e+00 0.000000e+00 0.000000e+00)
0.121442      	7.373198e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.121759      	2.307748e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.122088      	1.029464e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.122418      	3.561853e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.122763      	1.285668e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.123125      	4.293086e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.123486      	1.556299e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.12387       	4.274942e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.124253      	1.419641e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.124663      	7.779356e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.125074      	1.913163e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.125484      	3.917369e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.125936      	1.715012e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.126387      	5.047853e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.126839      	1.675457e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.127291      	8.886411e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.127742      	1.633152e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.128194      	9.059022e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.128645      	1.575664e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.129097      	8.662628e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.129548      	1.517403e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.13          	8.429423e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.1305        	1.505292e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.131059      	7.136676e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.131655      	1.612129e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.132251      	5.634292e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.132897      	1.610589e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.133542      	4.567410e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.134188      	1.542635e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.134834      	4.374744e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.13548       	1.427184e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.136125      	4.253986e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.136771      	1.314396e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.137417      	4.307594e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.138063      	1.213369e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.138708      	4.307075e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.139354      	1.123996e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.14          	4.293470e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.140714      	1.104536e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.141488      	3.779154e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.142262      	1.156782e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.143122      	3.210707e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.143981      	1.241575e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.144841      	2.570094e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.145701      	1.233185e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.146561      	2.125518e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.147421      	1.189908e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.14828       	1.786449e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.14914       	1.148519e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.15          	1.426222e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.150909      	1.158408e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.151919      	4.841569e-02	(1.000000e+00 0.000000e+00 0.000000e+00)
0.152929      	1.323809e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.153939      	-1.541304e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.154949      	1.501428e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.15596       	-4.263822e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.15697       	1.754914e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.15798       	-6.663209e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.15899       	1.938413e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.16          	-9.542071e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.161111      	2.505101e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.162222      	-1.687477e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.163333      	2.921600e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.164444      	-2.280237e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.165556      	3.529084e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.166667      	-2.904377e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.167778      	4.137655e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.168889      	-3.515698e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.17          	4.714069e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.17125       	-4.462207e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.1725        	5.974407e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.17375       	-5.728247e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.175         	7.339313e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.17625       	-7.068297e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.1775        	9.271785e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.17875       	-1.092155e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.18          	1.190513e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.18125       	-1.247589e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.1825        	1.631886e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.18375       	-1.641857e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.185         	1.867507e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.18625       	-2.103933e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.1875        	2.560195e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.18875       	-2.768176e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.19          	2.994378e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.19125       	-3.562081e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.192708      	3.822312e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.193924      	-4.202651e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.195139      	4.117469e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.196354      	-4.843629e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.197569      	4.289045e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.198785      	-5.289550e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.2           	1.785797e+03	(1.000000e+01 0.000000e+00 0.000000e+00)
0.200039      	-2.795468e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.200081      	9.648150e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.200128      	4.055534e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.200183      	1.910124e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.200245      	1.735072e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.200315      	1.226011e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.200393      	1.025495e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20048       	7.661149e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.200571      	7.069074e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.200665      	4.922807e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.200762      	4.702046e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.200864      	3.335238e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.200969      	3.142673e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.201077      	1.824484e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.201192      	1.822951e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.201309      	8.787762e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.201432      	1.040932e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.201558      	1.128499e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20169       	6.450952e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.201824      	-5.220202e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.201962      	6.790911e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.202103      	-1.103340e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.202247      	8.660146e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.202393      	-1.467391e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.202539      	9.175649e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.202689      	-1.526799e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.202838      	9.764592e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20299       	-1.484289e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.203143      	1.071265e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.203295      	-1.401660e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.203451      	1.180216e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.203607      	-5.863912e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.203763      	7.153375e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.203919      	-1.025953e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.204079      	1.335026e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.204239      	-4.739759e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.204399      	5.071836e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.204559      	-5.406062e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.204724      	4.647763e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.204889      	-3.234613e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.205053      	5.891253e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.205218      	-3.319835e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.205389      	5.981660e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20556       	-3.785600e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.205731      	5.980338e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.205901      	-4.361199e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.206072      	5.502830e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.206243      	-5.078903e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.206422      	4.944626e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.206601      	-6.415574e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20678       	4.075242e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.206959      	-7.664834e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.207138      	2.774501e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.207316      	-9.053833e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.207495      	1.263160e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.207674      	-1.064429e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.207853      	-1.544906e-02	(1.000000e+01 0.000000e+00 0.000000e+00)
0.208032      	-1.225074e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.208211      	-2.018605e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20839       	-1.398515e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.208569      	-3.993788e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.208748      	-1.579935e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.208927      	-5.765409e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.209105      	-1.761055e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.209284      	-7.380827e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.209463      	-1.938862e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.209642      	-9.111450e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.209821      	-1.720561e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21          	-1.604135e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.210196      	-8.835945e+03	(1.000000e+00 0.000000e+00 0.000000e+00)
0.210257      	2.764915e+02	(1.000000e+00 0.000000e+00 0.000000e+00)
0.210325      	-6.095614e+01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.210398      	3.611521e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.210476      	-1.044577e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.210561      	2.302527e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.210657      	1.470247e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.210763      	2.467036e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.21088       	2.216975e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.211008      	2.712259e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.211151      	2.215416e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.211309      	2.656671e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.211483      	1.651961e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.211664      	2.328680e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.211854      	6.803976e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.212052      	1.870656e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.212256      	-1.870616e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.21246       	7.136912e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.212664      	-2.780352e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.212867      	4.233673e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.213071      	-1.178956e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.213275      	-4.459681e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.213479      	-1.110579e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.213683      	-8.489441e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.213886      	-1.504530e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.21409       	-1.167786e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.214294      	-1.771502e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.214498      	-1.393020e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.214702      	-1.956175e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.214905      	-1.533069e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.215109      	-2.071392e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.215322      	-1.611126e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.215534      	-2.113908e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.215747      	-1.632923e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.21596       	-2.078897e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.216172      	-1.607729e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.216385      	-1.975228e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.216598      	-1.439360e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.216824      	-2.084997e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.217051      	-1.379754e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.217278      	-1.670792e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.217505      	-1.084727e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.217732      	-1.665456e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.217959      	-7.465838e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.218185      	-1.495564e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.218412      	-5.403442e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.218639      	-1.231163e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.218866      	-3.413201e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.219093      	-9.515442e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.21932       	-1.455598e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.219546      	-6.740779e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.219773      	4.165170e-02	(1.000000e+00 0.000000e+00 0.000000e+00)
0.22          	-4.127316e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.22025       	2.874486e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.220521      	-2.140446e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.220808      	6.030052e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.221095      	-1.107740e-02	(1.000000e+00 0.000000e+00 0.000000e+00)
0.221392      	8.358845e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.2217        	1.996116e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.222007      	1.051593e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.222327      	3.588073e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.22266       	1.282862e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.222994      	4.827311e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.223344      	1.219009e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.223695      	6.975661e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.224065      	1.640562e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.224436      	9.722211e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.224834      	1.754387e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.225231      	1.011990e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.225665      	1.915962e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.226098      	1.021146e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.226532      	1.629695e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.226965      	9.576074e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.227399      	1.552913e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.227832      	9.517416e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.228266      	1.521073e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.228699      	9.040549e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.229133      	1.773936e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.229566      	9.585042e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.23          	1.434066e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.230476      	8.645663e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.231005      	1.478477e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.231567      	7.553516e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.23217       	1.536644e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.232772      	6.226796e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.233374      	1.429117e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.233977      	5.889433e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.234579      	1.319447e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.235181      	5.636363e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.235784      	1.213708e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.236386      	5.343573e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.236988      	1.108415e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.237591      	5.128050e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.238193      	1.020733e+00	(1.000000e+00 0.000000e+00 0.000000e+00)
0.238795      	4.936248e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.239398      	9.444767e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.24          	4.773550e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.240667      	9.233490e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.241385      	4.303588e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.242103      	9.422244e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.242821      	3.953715e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.243538      	8.879148e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.244256      	3.779394e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.244974      	8.250836e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.245692      	3.704791e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.24641       	7.710871e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.247128      	3.673547e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.247846      	7.262110e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.248564      	3.696988e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.249282      	6.852744e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
0.25          	3.657210e-01	(1.000000e+00 0.000000e+00 0.000000e+00)
